name,cpf,score
TODD ROBERTSON,54081276307,89.57
STEVEN BOYD,54081723680,88.5
SAMUEL BROWN,54081237662,95.39
THOMAS CHAVEZ,54078361226,72.8
SEAN DIAZ,54078362117,76.62
CRAIG GONZALEZ,54078326153,75.2
MARIA OLIVER,54103672862,92.67
TIMOTHY BARNES,54087136280,81.93
TIMOTHY GUTIERREZ,54087213617,80.2
DIANA PETERSON,54102673890,91.3
ANTONIO SCHMIDT,54102387617,76.69
WILLIE BENNETT,54087621308,98.74
KENNETH BLACK,54087132617,76.51
HARRY HILL,54086237180,99.73
DANIEL FOWLER,54086213753,96.4
CHARLES MEDINA,54086321726,84.27
SCOTT STEPHENS,54107862380,90.2
JOHN CHAPMAN,54120368726,83.23
DEBORAH KNIGHT,54120638707,97.73
CHRISTINA WATKINS,54108623762,79.08
CHRISTOPHER GRANT,54106872307,71.08
HOWARD WALLACE,54107823644,96.34
CHERYL MITCHELL,54106278308,76.2
BOBBY MCDONALD,54103682744,76.55
KATHY LITTLE,54103762853,92.97
NICHOLAS WHITE,54106237890,84.59
SEAN THOMPSON,54126037853,71.04
LOUIS ALLEN,54126083707,96.26
KATHY STANLEY,54123687008,87.76
WAYNE ADAMS,54123806708,75.09
AMY JONES,54123670890,75.71
FRANCES BURKE,54123087671,86.69
LOIS CRAWFORD,54123678017,96.07
CAROLYN HAWKINS,54120738671,80.03
MARIE PIERCE,54120867307,80.3
BOBBY CARR,54120678326,99.99
NICHOLAS GILBERT,54132687007,87.03
EMILY HENDERSON,54128607371,78.62
JEFFREY HANSEN,54128637017,80.32
RUTH DAVIS,54128736007,73.99
DOUGLAS RAY,54130876244,96.4
HOWARD GARRETT,54126783008,83.59
BRENDA MASON,54127803690,79.67
JESSICA FIELDS,54128073644,93.7
JOYCE GRANT,54126730826,80.5
GERALD WAGNER,54126378090,90.88
LOUIS WASHINGTON,54136802790,77.43
PAUL HANSON,54136827008,78.95
TIMOTHY COOK,54137260826,88.36
LILLIAN JORDAN,54136728026,97.1
HOWARD REID,54132876071,74.67
WANDA RUSSELL,54136780290,88.97
STEVEN COOPER,54137082626,85.71
NANCY COX,54132807690,78.88
RUSSELL HOWARD,54132786080,91.34
DANIEL BURKE,54132780635,84.31
LOUISE ORTIZ,54162738017,85.15
JAMES WAGNER,54163270817,75.05
LOUIS BRYANT,54160328717,99.17
TERESA BOWMAN,54162830762,87.68
THERESA BRYANT,54138720626,82.2
DONNA MENDOZA,54138726071,79.59
DAVID WATKINS,54138702644,91.68
LOUISE CARPENTER,54137860262,74.02
SARAH ROSS,54137682062,89.95
NORMA MCDONALD,54137608253,92.5
BEVERLY SIMS,54168207307,97.7
KIMBERLY LANE,54168320707,78.71
RONALD WEBB,54168203735,74.59
RYAN WILLIS,54170236807,80.57
PAULA SANCHEZ,54168072371,94.42
LINDA ADAMS,54168023753,92.31
STEPHANIE HILL,54167082390,92.2
JUAN PARKER,54167023890,94.13
CAROL CARR,54163807217,94.81
JESSICA WILLIAMSON,54163702890,87.57
JUAN WELCH,54173260890,95.24
NORMA ELLIS,54170862317,72.01
THOMAS ADAMS,54173062826,95.77
KELLY ROSE,54172683053,91.62
WANDA MYERS,54170826353,86.63
JULIA FREEMAN,54170823680,87.14
DEBRA JAMES,54170682335,95.59
KENNETH CHAVEZ,54170362853,73.65
ALBERT MURRAY,54170326890,78.7
LAURA HALL,54170263871,79.47
JERRY GORDON,54178602390,74.48
JOSE ARMSTRONG,54178260308,85.5
BARBARA HARPER,54178320653,93.14
WILLIE KELLY,54180273608,99.17
SANDRA BISHOP,54176830271,88.76
BRIAN STEVENS,54176283017,97.82
JIMMY SANDERS,54176302844,71.33
HAROLD ROSE,54176280344,97.31
TERESA KENNEDY,54173628080,89.32
JOAN MITCHELL,54173268017,85.94
JUDITH DUNN,54186703280,89.75
MICHAEL GARZA,54186273090,72.21
CARLOS MEYER,54183706262,97.45
CRAIG SHAW,54183726026,81.36
PATRICK DAVIS,54183206707,88.73
KAREN WATKINS,54182673026,95.82
PATRICK RAMIREZ,54182603753,93.55
CARL WOOD,54182076362,72.77
RUBY RUIZ,54182036735,95.8
JASON CAMPBELL,54180672308,92.75
JULIA LITTLE,54206718326,99.05
LISA LONG,54207361871,99.53
SANDRA BENNETT,54207168362,84.46
SCOTT ALVAREZ,54207631844,72.41
ROBERT COOPER,54206731853,76.99
CLARENCE JOHNSON,54206713871,76.83
HARRY CAMPBELL,54206178380,71.91
VIRGINIA WARD,54203167817,70.78
PATRICIA BENNETT,54187320644,86.23
JAMES PRICE,54216807380,74.34
KATHY MILLS,54213708608,96.82
EUGENE ARNOLD,54216307817,81.94
ERNEST WALLACE,54210786390,79.47
CRAIG HUNTER,54210738662,82.95
NICHOLAS ROSS,54210387690,72.26
VICTOR GORDON,54210378607,76.79
VIRGINIA BRYANT,54208617390,99.71
NICOLE MEDINA,54208637153,94.46
MICHELLE REED,54207638180,97.08
ASHLEY JORDAN,54203786126,70.54
BARBARA PARKER,54230678126,99.92
DENNIS RICE,54230187653,83.71
ALBERT VASQUEZ,54230671890,91.67
KEVIN TUCKER,54230186762,86.06
SARAH HUNT,54217863071,84.92
SANDRA HOWELL,54218073635,83.97
IRENE LEE,54218037671,74.43
NANCY GARCIA,54217380607,93.82
AARON FORD,54217368062,81.11
WALTER MONTGOMERY,54217038607,75.29
PAULA RUSSELL,54236718090,99.58
FRANCES CUNNINGHAM,54236107880,92.09
THERESA HAMILTON,54231760853,72.68
DONNA ROBERTSON,54231670862,77.42
THERESA BURTON,54231607826,78.25
MARY GONZALES,54236087162,87.19
KIMBERLY WOOD,54231067880,74.46
PHYLLIS THOMPSON,54230867107,90.74
JULIA KING,54230718608,77.12
ANDREW CARPENTER,54230816707,99.17
CHRISTINA REYES,54238061780,94.16
DAVID MOORE,54237816044,76.7
WAYNE VASQUEZ,54260183753,90.19
RICHARD MARSHALL,54238607171,82.53
JEREMY HOWARD,54237086135,97.65
DENISE HILL,54237610853,83.08
SHAWN PETERSON,54237018644,76.43
MATTHEW BRADLEY,54236780135,84.62
MATTHEW SIMS,54236817071,82.68
HENRY GILBERT,54236781026,83.89
AARON RIVERA,54263187008,82.9
SHIRLEY RICE,54263071808,72.14
DAVID FIELDS,54263017862,83.73
PHYLLIS MEYER,54263870107,90.74
SARAH HENDERSON,54260738135,81.58
JEFFREY PORTER,54261037807,85.33
PATRICK WATSON,54261803771,75.91
GREGORY JOHNSON,54261387026,76.05
ROGER PEREZ,54267103844,92.56
ROGER HUNT,54270831626,86.21
HEATHER PRICE,54271086371,81.95
JENNIFER HUNTER,54270836180,92.77
DEBORAH BELL,54270138653,96.21
SHARON LEWIS,54270381671,75.93
JOAN GRAY,54270368144,92.28
TERESA HICKS,54260387162,71.61
GARY STEPHENS,54267301808,98.36
MATTHEW BOWMAN,54268710353,84.06
ANTONIO MORGAN,54268701362,96.89
EVELYN SIMPSON,54267381062,96.14
DIANE JACOBS,54283607126,78.43
CRAIG FERGUSON,54281630708,74.84
LARRY JORDAN,54281370617,87.29
MELISSA MORRISON,54276380162,72.43
MARTIN MATTHEWS,54280136726,95.29
GERALD COX,54276130808,84.4
PHILIP GREENE,54281306790,89.38
CARL LOPEZ,54273068117,76.11
THOMAS BROWN,54271860344,75.04
TODD ROGERS,54271368008,72.29
CLARENCE COOK,54286730107,85.8
LINDA KING,54287016335,80.66
JULIA LEWIS,54286103790,85.41
SHAWN WHITE,54287031644,75.46
JUDITH EDWARDS,54286710335,97.44
RICHARD GREENE,54283617008,74.61
PAUL TURNER,54283761044,88.09
VICTOR CARR,54286037126,76.59
MARIA MORGAN,54283610771,84.91
JUDITH RAMOS,54287103653,92.23
JASON DUNN,54302678135,97.49
GERALD VASQUEZ,54302178671,96.6
JESSICA LITTLE,54301682708,79.82
DORIS BURTON,54302617853,90.26
JOHNNY MORRIS,54302786108,87.7
CYNTHIA MURRAY,54301728635,81.86
ASHLEY TORRES,54301867244,77.22
KEVIN WARD,54287631080,92.45
MELISSA NGUYEN,54302871644,91.04
JOSHUA BARNES,54306271862,90.37
SARA STANLEY,54307826108,96
GREGORY STONE,54308721644,99.59
RICHARD MARTINEZ,54307816226,93.24
JEFFREY CASTILLO,54307182626,98.22
ANTONIO WELCH,54308127653,93.04
ELIZABETH TUCKER,54308726107,99.22
BENJAMIN ALEXANDER,54308261708,82.3
EARL RICE,54307128680,77.25
ROBIN ELLIOTT,54306718271,70.62
MICHELLE MILLS,54307162862,73.4
PATRICK COLEMAN,54310872662,73.19
CLARENCE HUDSON,54317062844,75.71
KATHRYN DUNN,54317602890,77.11
JANET ELLIS,54312607826,96.71
JOSEPH FIELDS,54312860726,73.7
RACHEL LEWIS,54316072862,90.03
DOROTHY MARSHALL,54316872044,95.33
DIANE JACKSON,54310862780,99.32
PAMELA WALLACE,54310278671,71.39
KATHY HART,54310627862,78.52
JESSE ALLEN,54326108762,99.14
CARL PARKER,54326087153,91.62
JANE JOHNSTON,54326017880,78.92
LINDA MYERS,54320178653,98.83
MARIA NELSON,54320761871,80.44
TERRY MENDOZA,54320168771,90.94
MARIE PATTERSON,54318760235,71.52
GREGORY STEVENS,54317806207,79.85
PHYLLIS GRAHAM,54318627071,80.6
SARAH CASTILLO,54360782144,72.15
MARTHA GARCIA,54328167090,73.9
NORMA FORD,54360712871,78.82
ALICE MARSHALL,54328107607,97.75
JACQUELINE THOMAS,54328017608,71.67
GARY MILLS,54327810690,91.23
TODD LITTLE,54327018635,70.18
ANN LAWRENCE,54327618071,76.15
PETER JAMES,54327168017,71.31
LAWRENCE WARREN,54326170808,83.34
JEFFREY CHAPMAN,54320768108,86.7
STEVEN TORRES,54368017226,74.1
DIANA GORDON,54368027108,89.27
ERNEST GIBSON,54367082180,86.91
ROY PALMER,54362781080,95.06
DAVID LARSON,54368012771,81.06
RUBY COLE,54362187090,91.53
RANDY KIM,54362107835,85.89
CHRISTINA POWELL,54361820708,70.45
RUBY WARREN,54360821735,78.93
MARIE HAMILTON,54360871244,88.84
DEBORAH MURPHY,54371026826,94.13
AARON SULLIVAN,54371620817,75.03
ERNEST WHITE,54372806108,70.6
DENNIS CRUZ,54372860153,93.72
STEPHANIE JACKSON,54370816262,89.68
CAROLYN HAYES,54370286107,86.03
NICHOLAS JACKSON,54370261880,96.68
LILLIAN GONZALES,54368217071,74.56
STEPHEN VASQUEZ,54368170253,98.99
THOMAS CAMPBELL,54368072162,83.45
DONALD MARTINEZ,54380672107,71.73
JACQUELINE SIMS,54380267180,87.19
MARILYN BURKE,54378602180,71
JOSHUA PORTER,54378126044,80.96
SHIRLEY PIERCE,54380216780,90.7
MICHELLE MILLER,54376820180,94.27
ANNA OLSON,54378061244,76
DIANA HICKS,54378206153,86.65
MARILYN ROBINSON,54376108235,92.17
RUTH WILLIAMS,54376012807,82.99
JOE MENDOZA,54381702662,84.99
SHAWN RUSSELL,54382610753,72.77
BOBBY REED,54381672062,89.07
VIRGINIA KELLEY,54386072144,74.59
KEITH ROMERO,54381670280,84.07
RAYMOND WASHINGTON,54382716071,98.54
EVELYN HUNTER,54381602790,92.89
ARTHUR HOWARD,54381062744,95.07
VICTOR CARR,54381027671,81.8
SAMUEL ROSE,54386127062,85.22
JANET COLEMAN,54387162007,81.57
ERNEST MYERS,54601372844,92.5
THERESA MARSHALL,54601783208,79.11
STEPHANIE FISHER,54602371817,88.99
WALTER GARDNER,54602138780,95.88
ANNIE CUNNINGHAM,54602837107,72.22
JIMMY REYNOLDS,54602813771,91.9
RUBY NICHOLS,54387160217,74.6
PAULA MITCHELL,54386170235,80.49
DAVID HARRISON,54386271007,95.98
STEPHANIE CARROLL,54608123726,76.03
ALBERT WEST,54608173235,84.04
JOYCE WILSON,54607832162,88.16
BEVERLY TUCKER,54608317253,75.49
KATHY CARROLL,54607813290,90.98
DENNIS BROOKS,54607382108,72.51
BETTY MURPHY,54607183253,86.4
NORMA GOMEZ,54607213853,75.59
KELLY RUSSELL,54603287135,89.02
ANGELA HALL,54613708290,82.37
KATHRYN HARPER,54613780217,96.45
JOAN FERNANDEZ,54613807271,96.52
MARGARET WATKINS,54613278007,77.44
RICHARD HANSON,54612307844,96.91
MARGARET MORRIS,54612370880,94.97
ROBIN FULLER,54612037871,92.98
MICHAEL DAY,54612038762,74.38
KEVIN HUNTER,54610827344,92
NORMA BANKS,54607281344,86.32
MARY MONTGOMERY,54610382717,93.53
NICHOLAS LAWSON,54620387126,98.05
JOHN HICKS,54620873144,81.29
JOHN HAWKINS,54620837180,79.41
AMANDA YOUNG,54620718335,78.25
SANDRA PHILLIPS,54620371807,73
CAROLYN TUCKER,54618703253,86.59
HELEN OLSON,54618702362,99.56
JOSEPH RIVERA,54618320753,74.31
JEREMY ARMSTRONG,54617038280,70.92
DONNA MATTHEWS,54617308253,98.79
LOUIS WHITE,54628017344,77.67
LOIS RAMIREZ,54628170371,72.5
KELLY MORENO,54627180390,71.59
HARRY EVANS,54627813007,71.24
CHRIS PORTER,54623710807,77.93
MARIA BURKE,54623187071,77.51
TINA WHITE,54621780344,87.98
STEPHANIE FOX,54621307835,80.96
BOBBY MITCHELL,54621308726,81.41
JACQUELINE HARRIS,54631870290,84.9
TERESA WOODS,54632108707,95.49
EUGENE LEE,54631827017,92.88
JESSICA PATTERSON,54631802707,94.89
MARGARET YOUNG,54631207817,87.52
EDWARD HART,54631028726,78
MARGARET BOWMAN,54630821708,95.4
FRANCES ROMERO,54630281762,72.28
NANCY STANLEY,54630271880,73.08
SEAN PALMER,54623870162,89.28
ROY RICE,54630217835,88.7
DAVID MASON,54673012844,91.8
JIMMY WILSON,54673812026,94.57
ALBERT GORDON,54672380190,96.2
KATHLEEN HAYES,54672308162,98.31
ASHLEY WHEELER,54671830280,81.49
HEATHER MASON,54671203871,87.8
RUSSELL GRAY,54671238071,82.01
STEPHEN NELSON,54638201717,73.35
KATHRYN WARD,54670382144,92.18
BOBBY BLACK,54632187062,94.29
HARRY MENDOZA,54680271353,70.2
EARL BUTLER,54681703290,72.53
GREGORY BENNETT,54681230707,99.12
AMY ELLIOTT,54680721308,89.78
LAURA BUTLER,54680731290,76.25
BRUCE CHAPMAN,54680213744,77.7
WAYNE HARPER,54678320180,97.5
TERRY WHEELER,54678231080,85.9
EMILY POWELL,54678023135,82.93
JANET BOYD,54673820126,92.21
ANGELA SNYDER,54687120326,89.23
JERRY WELLS,54687132090,89.87
RUBY FERGUSON,54687031226,84.75
BRUCE CASTILLO,54683201771,73.09
KEITH SHAW,54682371053,87.59
RALPH BARNES,54682730126,70.73
ERNEST GARZA,54682307126,94.53
KIMBERLY WILSON,54682013726,86.4
VIRGINIA HAMILTON,54682107380,92.5
JANE BURKE,54682301780,96.78
GREGORY PORTER,54701836290,75.83
LAURA BAKER,54702638190,77.23
JULIE HENDERSON,54702381644,76.13
TIMOTHY LARSON,54702613871,97.52
WILLIAM ROBERTSON,54701832626,85.17
JULIA CHAVEZ,54701623890,81.61
LOUIS LOPEZ,54701368253,83.37
ROSE COOK,54701286362,72.71
ROGER WOODS,54701328626,98.6
EMILY JOHNSON,54687210317,83.08
JANICE DUNN,54706281326,79.45
AMANDA ALLEN,54703682117,80.25
MATTHEW GARRETT,54708126344,78.49
MARTIN OLSON,54703628171,96.41
DOUGLAS ANDERSON,54703612844,88.4
EUGENE BROOKS,54706823153,98.38
AMANDA HENRY,54706321808,85.6
CHRISTOPHER SCOTT,54703216817,73.47
THOMAS MORGAN,54703182653,81.72
NICHOLAS FIELDS,54702861344,87.02
PAMELA WARREN,54712638044,70.85
AARON REYES,54713602817,82.21
CATHERINE JOHNSTON,54713268062,83.57
ALICE OLSON,54713026808,71.4
SHARON BISHOP,54712038608,84.06
BONNIE ADAMS,54710826307,76.17
LOIS COLE,54712036826,86.05
TINA CARR,54710683271,83.62
SHIRLEY FULLER,54708216335,79.5
MARIE STEPHENS,54710326835,93.7
AMANDA JAMES,54716832007,76.45
SANDRA BUTLER,54720361862,73.71
JULIA KELLY,54716283062,75.79
JENNIFER TURNER,54716380262,87.49
JOHN ROBERTSON,54716083217,80.59
ADAM MEYER,54716208362,80.79
VICTOR THOMAS,54716038262,88.66
JOAN JACKSON,54713620807,99.1
WALTER CARPENTER,54713608262,83.45
ANNA SULLIVAN,54721683090,93.25
SEAN REED,54723601880,70.51
KAREN BISHOP,54721638035,95
MARGARET KING,54723608117,82.52
STEVEN OLIVER,54723168044,98.76
JERRY FLORES,54721360835,92.79
SEAN HUNT,54716302890,70.98
SUSAN HOWELL,54721068344,94.4
JONATHAN PIERCE,54721036817,72.52
LAURA GARZA,54720683126,91.39
ARTHUR REYES,54720638171,97.41
MELISSA HALL,54726813080,99.14
JESSICA PETERSON,54728061353,96.73
JOHNNY REED,54728136035,89.65
ARTHUR RYAN,54730162862,75.22
SEAN RYAN,54726301853,77.28
LAURA BROWN,54726081390,99.88
ANNIE CRAWFORD,54726018353,82.64
STEVE PEREZ,54723801626,89.17
JESSE MILLER,54723681035,70.47
JUDY STEVENS,54723860126,94.71
WAYNE GARDNER,54732106862,98.8
SEAN WILLIAMS,54738026135,77.36
ADAM RAMOS,54732816053,83.42
GERALD FIELDS,54731862035,89.17
BETTY THOMAS,54731682053,78.59
RANDY WRIGHT,54731806208,75.59
CATHERINE RUSSELL,54731628008,70.28
LORI RAMIREZ,54730182626,79.46
STEPHEN ADAMS,54731280680,90.64
JEREMY KELLY,54730618262,88.09
PAULA RAY,54762108308,84.61
JUDITH MARSHALL,54768021344,92.56
ANGELA DEAN,54761832053,77.95
CLARENCE LITTLE,54762803162,90.92
JOSE WOOD,54761032871,72.24
TERRY GUTIERREZ,54761382007,87.3
HAROLD HOWARD,54760832190,91.61
DOROTHY PERRY,54738621017,88.34
MARTHA BUTLER,54738162071,80.72
CYNTHIA JACKSON,54738126008,77.98
ALICE ANDREWS,54782061307,81.93
KIMBERLY STONE,54781260390,82.05
ELIZABETH PERRY,54781236090,90.18
CHARLES CLARK,54781263062,92.28
JANICE JOHNSON,54781062326,96.19
LAURA COLEMAN,54781023690,86.18
MARTHA REYNOLDS,54780361290,85.43
DONNA HUNT,54780162335,71.57
TODD ROSS,54768231071,76.9
KELLY WASHINGTON,54768123007,76.76
PHILIP PRICE,54801372635,70.93
DEBORAH CRUZ,54801327680,91.44
ALBERT OLIVER,54786210307,79.76
MELISSA BARNES,54801237690,93.85
ALAN FERNANDEZ,54786201308,73.03
ALAN JACKSON,54783216053,95.39
MARTHA COX,54783206171,81.16
KATHERINE MARTIN,54782301626,80.85
BENJAMIN CHAVEZ,54782163053,74.13
DEBORAH SCOTT,54783126062,89.81
BILLY CUNNINGHAM,54803217653,84.61
JANE GARDNER,54803261717,77.32
HENRY FRANKLIN,54802763107,85.8
SHIRLEY BISHOP,54803276153,98.82
STEVE SCHMIDT,54803126771,75.56
CRAIG MYERS,54802361726,92.1
ROBERT RICHARDSON,54802736126,77.52
CATHERINE GARZA,54802637144,84.41
JESSE CRUZ,54802173644,85.69
SUSAN ADAMS,54801723608,78.08
KAREN BRYANT,54806723126,94.53
SHARON ROBERTSON,54806712353,80.98
SANDRA ROGERS,54806237108,81.96
MILDRED FOWLER,54806217344,81.55
MICHELLE HOLMES,54807123653,84.73
NANCY FISHER,54803762171,90.33
JESSICA RAY,54803726108,71.02
PHYLLIS WELLS,54803672180,70.4
RALPH WHITE,54803617244,80.02
VICTOR GARRETT,54803627126,73.64
LINDA BAILEY,54812076307,74.45
ANTONIO HOWELL,54812360790,72.12
DEBORAH GREEN,54812063744,94.07
EUGENE FERNANDEZ,54810723607,86.83
RICHARD GUTIERREZ,54812036771,89.79
JOE SIMMONS,54810263762,91.46
DAVID WARD,54807613235,94.13
PHILLIP LARSON,54807213644,92.2
HAROLD WILLIS,54807163280,95.7
RANDY WELLS,54807162390,88.27
JOSHUA WILLIS,54820136771,85.45
PATRICIA ADAMS,54820137662,98.66
JANET SMITH,54820637126,74.09
RICHARD MURPHY,54817632062,87.01
ELIZABETH SNYDER,54817603208,90.98
MICHAEL TORRES,54817326026,76.15
SHARON WELLS,54817306262,99.05
ELIZABETH FRAZIER,54816703217,85.14
ANTONIO PATTERSON,54812367026,96.91
JANET SIMMONS,54813620744,96.83
ERIC BURKE,54826703171,86.46
WAYNE CARPENTER,54826130708,89.62
MARILYN MARTIN,54826073135,91
ERNEST LEE,54823760107,72.96
LAWRENCE CUNNINGHAM,54823061780,70.49
SHAWN WATKINS,54823761090,78.52
SEAN THOMPSON,54821703653,81.92
ERIC FREEMAN,54820731653,78.09
PATRICK SNYDER,54821673053,92.06
NICOLE JAMES,54831760226,70.64
ALICE LITTLE,54832670107,82.13
AARON REED,54831267007,89
EARL WASHINGTON,54830617217,82.55
PATRICK BLACK,54830672153,76.67
RALPH CHAPMAN,54827610371,76.57
ARTHUR FERGUSON,54827136017,86.95
ROGER HILL,54826031726,94.25
LOUISE HERNANDEZ,54827603162,99.51
CARL ANDERSON,54827601380,80.36
JULIA DAY,54827316007,96.69
ROBERT KELLEY,54861027390,72.7
CHERYL TUCKER,54860327144,82.86
CHRISTINA PALMER,54860237153,96
KATHY HICKS,54860173244,96.87
SARAH BELL,54860213726,87.51
MARIE KIM,54837206107,91.19
PHILLIP ALEXANDER,54837610226,78.75
HARRY SNYDER,54837062180,87.49
WAYNE WELLS,54837061290,75.08
JASON SNYDER,54832706144,91.65
KIMBERLY ROMERO,54867230162,80.5
JUAN WOODS,54870231662,83.2
BENJAMIN GARRETT,54870163217,70.21
SUSAN HOWELL,54862317090,73
BARBARA MURRAY,54863170262,75.98
ASHLEY ANDREWS,54862071317,79.43
BEVERLY LARSON,54862137008,77.72
DEBORAH HICKS,54862037135,92.31
DEBORAH CARPENTER,54862031790,84.32
DENISE BENNETT,54861032717,88.99
JESSICA ROSE,54872360117,84.13
JOE FOWLER,54873160235,86.57
SHARON REID,54872316053,81.8
ROSE BLACK,54872063171,70.96
ROBERT WILSON,54872301617,84.28
JUAN GIBSON,54872130626,89.74
PAMELA PEREZ,54872013662,77.02
LAURA ROSS,54871620344,92.2
HELEN GARCIA,54871320626,70.39
JESSICA PARKER,54870361280,96.13
PHILLIP FOSTER,56012834780,93.42
SARA MORRIS,56012487371,89.78
BETTY HUNT,56012384726,96.26
NANCY MONTGOMERY,56013284717,85.15
NICHOLAS SIMMONS,54876203180,88.31
ANNE ELLIS,54876123071,79.21
HEATHER CRUZ,54876012326,92.56
LAWRENCE MARSHALL,54873602190,97.56
PHYLLIS WHITE,54873260108,75.26
JACK LARSON,54873162017,98.63
JONATHAN PAYNE,56014327835,88.4
DIANE ARNOLD,56014782362,87.88
DOROTHY KING,56014237844,74.61
MICHAEL KIM,56014273808,77.33
CHRISTINE WATSON,56014783253,84.05
LARRY DANIELS,56013824762,70.15
GREGORY NICHOLS,56013748217,76.79
ASHLEY MILLER,56013742871,80.36
ROGER MARTINEZ,56013428735,74.9
JULIE DANIELS,56013482780,79.72
JASON POWELL,56018437244,85.18
JOAN GARDNER,56021347862,99.34
HEATHER JACOBS,56021843762,76.74
LOUISE BUTLER,56023481744,97.23
PAULA WILLIS,56021738462,86.92
MARTHA BARNES,56017348280,87.58
JAMES GARRETT,56018274353,95.5
RICHARD MYERS,56017328417,99.43
ANNIE CLARK,56014873244,72.77
JUDITH REED,56017284371,71.92
CAROLYN CUNNINGHAM,56028731471,80.51
ELIZABETH GARRETT,56028137480,80.36
NICHOLAS SIMS,56027843144,83.72
HARRY PERRY,56027834153,89.88
HARRY LAWSON,56027813407,92.36
ROY SHAW,56027143835,80.21
JULIA FOSTER,56027348135,74.06
RALPH RYAN,56024378190,70.35
SHAWN SANDERS,56023847153,98.43
MARILYN SMITH,56023841708,71.19
JANET OLSON,56034871271,80.39
BEVERLY ROBERTSON,56034721890,73.89
SHARON FOX,56032874117,81.45
BEVERLY PARKER,56032841707,99.12
CARL LONG,56032748162,80.11
HARRY ROSE,56031874253,83.49
DORIS FLORES,56031847280,87.82
RAYMOND MARSHALL,56031784262,95.28
RAYMOND HUGHES,56031724871,98.44
PATRICIA WILLIAMSON,56031284707,80.23
CAROLYN ELLIOTT,56041728390,76.87
ROBIN HICKS,56041278335,85.69
REBECCA CUNNINGHAM,56038724117,87.86
FRED GRAY,56041387207,77.01
ANNA CRUZ,56038247190,82.45
CATHERINE VASQUEZ,56038142762,89.52
LARRY MURRAY,56038127453,76.35
PAULA WALKER,56037482144,70.14
SARA PORTER,56037281408,98.34
BRIAN SNYDER,56037142807,93.96
CHRISTINA HUDSON,56048213735,90.85
SHAWN ROBERTSON,56048127308,81.84
PAMELA WOOD,56048123744,78.39
JUDY LITTLE,56047832180,82.09
STEVEN THOMPSON,56047183271,81.35
PAUL CRAWFORD,56043817217,83.11
DEBRA TAYLOR,56047182380,76.5
JOYCE PERKINS,56043172844,82.57
RUBY OLSON,56042837117,93.62
WALTER BROWN,56042178326,84.31
ANDREA NICHOLS,56078324144,82.06
MARIA COLEMAN,56081432726,95.91
CHRIS LAWRENCE,56078431226,84.05
MARILYN LEWIS,56078243144,74.53
DENNIS ARNOLD,56073248180,86.45
MARILYN BISHOP,56072348190,78.52
RICHARD KELLEY,56072841317,88.99
IRENE HICKS,56048321708,85.35
LOUISE HUNT,56072143890,82.55
NICOLE CLARK,56071342880,71.97
LARRY DIXON,56084371280,72.46
DIANA PIERCE,56083714290,73.6
CHRISTOPHER WELLS,56084237126,81.86
ARTHUR PAYNE,56084327117,90.85
KAREN WATSON,56083471290,77.2
AMANDA GARZA,56083721407,76.83
ROSE NELSON,56083472180,77.56
LOUIS RAMOS,56083147271,87.79
KELLY JAMES,56082743180,77.66
LINDA DIAZ,56082147308,75.64
RUTH JENKINS,56102873408,95.53
KATHLEEN BOYD,56103827426,89.39
HEATHER GIBSON,56103824753,96.02
HARRY GRAHAM,56102478371,88.84
HEATHER SNYDER,56102374835,99.28
DIANA PIERCE,56102347862,70.6
RUBY JOHNSON,56087312471,94.8
ANNE MORGAN,56084713262,91.29
KAREN MCDONALD,56084721362,93.41
BRANDON STONE,56107283471,90.29
ANNIE LITTLE,56107342826,70.43
